PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
en Inventaris	2525		5050	6.76177e-05	ngram	2	4.96682e-05
zal moeten	2524		5048	6.75909e-05	ngram	2	4.96485e-05
heeren ,	2524		5048	6.75909e-05	ngram	2	4.96485e-05
forma ,	2524		5048	6.75909e-05	ngram	2	4.96485e-05
de drie	2523		5046	6.75641e-05	ngram	2	4.96289e-05
voor ende	2522		5044	6.75373e-05	ngram	2	4.96092e-05
guldens van	2521		5042	6.75106e-05	ngram	2	4.95895e-05
ter pntie	2517		5034	6.74034e-05	ngram	2	4.95108e-05
metten anderen	2515		5030	6.73499e-05	ngram	2	4.94715e-05
Srs .	2514		5028	6.73231e-05	ngram	2	4.94518e-05
in rechten	2514		5028	6.73231e-05	ngram	2	4.94518e-05
cederen ende	2514		5028	6.73231e-05	ngram	2	4.94518e-05
Een Obligatie	2512		5024	6.72696e-05	ngram	2	4.94125e-05
toe versoght	2511		5022	6.72428e-05	ngram	2	4.93928e-05
: 5	2511		5022	6.72428e-05	ngram	2	4.93928e-05
des doodts	2510		5020	6.7216e-05	ngram	2	4.93732e-05
aan het	2510		5020	6.7216e-05	ngram	2	4.93732e-05
: bekent	2507		5014	6.71357e-05	ngram	2	4.93141e-05
Jaren ende	2506		5012	6.71089e-05	ngram	2	4.92945e-05
, dan	2506		5012	6.71089e-05	ngram	2	4.92945e-05
ende maniere	2505		5010	6.70821e-05	ngram	2	4.92748e-05
18 :	2504		5008	6.70553e-05	ngram	2	4.92551e-05
desen noch	2503		5006	6.70285e-05	ngram	2	4.92355e-05
van noden	2501		5002	6.6975e-05	ngram	2	4.91961e-05
geadmitteert ,	2501		5002	6.6975e-05	ngram	2	4.91961e-05
, No	2500		5000	6.69482e-05	ngram	2	4.91764e-05
hen Testateuren	2500		5000	6.69482e-05	ngram	2	4.91764e-05
doen Belovende	2499		4998	6.69214e-05	ngram	2	4.91568e-05
eysschende als	2496		4992	6.68411e-05	ngram	2	4.90978e-05
dat alles	2494		4988	6.67875e-05	ngram	2	4.90584e-05
binnen deeze	2491		4982	6.67072e-05	ngram	2	4.89994e-05
sekere getuijgen	2490		4980	6.66804e-05	ngram	2	4.89797e-05
hondert acht	2487		4974	6.66001e-05	ngram	2	4.89207e-05
oock soude	2486		4972	6.65733e-05	ngram	2	4.89011e-05
Cas van	2485		4970	6.65465e-05	ngram	2	4.88814e-05
hondt .	2483		4966	6.6493e-05	ngram	2	4.88421e-05
ponden of	2482		4964	6.64662e-05	ngram	2	4.88224e-05
goede mannen	2482		4964	6.64662e-05	ngram	2	4.88224e-05
rechten ,	2481		4962	6.64394e-05	ngram	2	4.88027e-05
, int	2481		4962	6.64394e-05	ngram	2	4.88027e-05
rechten te	2480		4960	6.64126e-05	ngram	2	4.8783e-05
of een	2479		4958	6.63858e-05	ngram	2	4.87634e-05
laten ,	2478		4956	6.63591e-05	ngram	2	4.87437e-05
dese reijse	2477		4954	6.63323e-05	ngram	2	4.8724e-05
te Caveren	2475		4950	6.62787e-05	ngram	2	4.86847e-05
ende Cornelis	2475		4950	6.62787e-05	ngram	2	4.86847e-05
bekend .	2475		4950	6.62787e-05	ngram	2	4.86847e-05
geworden ,	2473		4946	6.62252e-05	ngram	2	4.86453e-05
de oude	2473		4946	6.62252e-05	ngram	2	4.86453e-05
ter dispositie	2471		4942	6.61716e-05	ngram	2	4.8606e-05
Pietersz van	2471		4942	6.61716e-05	ngram	2	4.8606e-05
eede te	2468		4936	6.60913e-05	ngram	2	4.8547e-05
als die	2468		4936	6.60913e-05	ngram	2	4.8547e-05
: 15	2468		4936	6.60913e-05	ngram	2	4.8547e-05
deselve voor	2467		4934	6.60645e-05	ngram	2	4.85273e-05
de geconstitueerde	2467		4934	6.60645e-05	ngram	2	4.85273e-05
aanspraak te	2466		4932	6.60377e-05	ngram	2	4.85077e-05
Een en	2465		4930	6.60109e-05	ngram	2	4.8488e-05
als van	2465		4930	6.60109e-05	ngram	2	4.8488e-05
volle ende	2463		4926	6.59574e-05	ngram	2	4.84486e-05
van dat	2463		4926	6.59574e-05	ngram	2	4.84486e-05
schadeloos indemneeren	2463		4926	6.59574e-05	ngram	2	4.84486e-05
Julij Ao	2463		4926	6.59574e-05	ngram	2	4.84486e-05
ende betalen	2462		4924	6.59306e-05	ngram	2	4.8429e-05
heeft geconst	2461		4922	6.59038e-05	ngram	2	4.84093e-05
darde part	2461		4922	6.59038e-05	ngram	2	4.84093e-05
openbaer Notaris	2460		4920	6.5877e-05	ngram	2	4.83896e-05
sulcx betaelt	2458		4916	6.58235e-05	ngram	2	4.83503e-05
ons heeren	2458		4916	6.58235e-05	ngram	2	4.83503e-05
hem ten	2458		4916	6.58235e-05	ngram	2	4.83503e-05
een huijs	2458		4916	6.58235e-05	ngram	2	4.83503e-05
, Jan	2455		4910	6.57431e-05	ngram	2	4.82913e-05
in deesen	2455		4910	6.57431e-05	ngram	2	4.82913e-05
of de	2453		4906	6.56896e-05	ngram	2	4.82519e-05
daeromme ten	2451		4902	6.5636e-05	ngram	2	4.82126e-05
verwerende in	2450		4900	6.56092e-05	ngram	2	4.81929e-05
Juffr :	2446		4892	6.55021e-05	ngram	2	4.81142e-05
Een paer	2443		4886	6.54218e-05	ngram	2	4.80552e-05
Item van	2442		4884	6.5395e-05	ngram	2	4.80356e-05
dog dat	2442		4884	6.5395e-05	ngram	2	4.80356e-05
dat met	2442		4884	6.5395e-05	ngram	2	4.80356e-05
alle Calangien	2441		4882	6.53682e-05	ngram	2	4.80159e-05
rechte Alles	2440		4880	6.53414e-05	ngram	2	4.79962e-05
ende waer	2440		4880	6.53414e-05	ngram	2	4.79962e-05
Edele Hove	2440		4880	6.53414e-05	ngram	2	4.79962e-05
wesen die	2439		4878	6.53147e-05	ngram	2	4.79765e-05
gepretendeert soude	2439		4878	6.53147e-05	ngram	2	4.79765e-05
desen transporte	2439		4878	6.53147e-05	ngram	2	4.79765e-05
Woonende de	2438		4876	6.52879e-05	ngram	2	4.79569e-05
d vander	2437		4874	6.52611e-05	ngram	2	4.79372e-05
uijt haer	2436		4872	6.52343e-05	ngram	2	4.79175e-05
: 16	2435		4870	6.52075e-05	ngram	2	4.78979e-05
hebbende en	2434		4868	6.51808e-05	ngram	2	4.78782e-05
't Amsterdam	2433		4866	6.5154e-05	ngram	2	4.78585e-05
hem Testateur	2433		4866	6.5154e-05	ngram	2	4.78585e-05
te constitueeren	2432		4864	6.51272e-05	ngram	2	4.78389e-05
van Juffr	2431		4862	6.51004e-05	ngram	2	4.78192e-05
in sulcken	2428		4856	6.50201e-05	ngram	2	4.77602e-05
en twintich	2428		4856	6.50201e-05	ngram	2	4.77602e-05
Costen ende	2426		4852	6.49665e-05	ngram	2	4.77208e-05
ende oversulx	2424		4848	6.4913e-05	ngram	2	4.76815e-05
ende getuijcht	2424		4848	6.4913e-05	ngram	2	4.76815e-05
dien te	2424		4848	6.4913e-05	ngram	2	4.76815e-05
gelijck sij	2423		4846	6.48862e-05	ngram	2	4.76618e-05
' E	2422		4844	6.48594e-05	ngram	2	4.76421e-05
den Jaere	2422		4844	6.48594e-05	ngram	2	4.76421e-05
al voldaen	2421		4842	6.48326e-05	ngram	2	4.76225e-05
desen door	2420		4840	6.48059e-05	ngram	2	4.76028e-05
Holland geadmitteerd	2419		4838	6.47791e-05	ngram	2	4.75831e-05
ende sijnen	2418		4836	6.47523e-05	ngram	2	4.75635e-05
die te	2417		4834	6.47255e-05	ngram	2	4.75438e-05
aen mij	2416		4832	6.46987e-05	ngram	2	4.75241e-05
nevens de	2415		4830	6.4672e-05	ngram	2	4.75045e-05
wettige descendenten	2414		4828	6.46452e-05	ngram	2	4.74848e-05
Testamente van	2414		4828	6.46452e-05	ngram	2	4.74848e-05
Comparants persoon	2414		4828	6.46452e-05	ngram	2	4.74848e-05
sal connen	2413		4826	6.46184e-05	ngram	2	4.74651e-05
mij notaris	2412		4824	6.45916e-05	ngram	2	4.74454e-05
oock in	2411		4822	6.45648e-05	ngram	2	4.74258e-05
van dit	2407		4814	6.44577e-05	ngram	2	4.73471e-05
hondert drie	2407		4814	6.44577e-05	ngram	2	4.73471e-05
de heer	2405		4810	6.44042e-05	ngram	2	4.73077e-05
dat sijn	2405		4810	6.44042e-05	ngram	2	4.73077e-05
als andersints	2405		4810	6.44042e-05	ngram	2	4.73077e-05
vande Nabesz	2404		4808	6.43774e-05	ngram	2	4.72881e-05
hier na	2404		4808	6.43774e-05	ngram	2	4.72881e-05
als noch	2404		4808	6.43774e-05	ngram	2	4.72881e-05
authoriteijt te	2403		4806	6.43506e-05	ngram	2	4.72684e-05
kamer van	2400		4800	6.42703e-05	ngram	2	4.72094e-05
, verbindende	2397		4794	6.41899e-05	ngram	2	4.71504e-05
tijd van	2397		4794	6.41899e-05	ngram	2	4.71504e-05
is het	2395		4790	6.41364e-05	ngram	2	4.7111e-05
ende get.	2393		4786	6.40828e-05	ngram	2	4.70717e-05
3 „	2392		4784	6.4056e-05	ngram	2	4.7052e-05
ende Juffr	2390		4780	6.40025e-05	ngram	2	4.70127e-05
woonende alhier	2389		4778	6.39757e-05	ngram	2	4.6993e-05
tien hondert	2386		4772	6.38954e-05	ngram	2	4.6934e-05
verstant ,	2385		4770	6.38686e-05	ngram	2	4.69143e-05
get dat	2385		4770	6.38686e-05	ngram	2	4.69143e-05
deses de	2384		4768	6.38418e-05	ngram	2	4.68947e-05
, zo	2383		4766	6.3815e-05	ngram	2	4.6875e-05
binnen Amstelre	2383		4766	6.3815e-05	ngram	2	4.6875e-05
recht en	2381		4762	6.37615e-05	ngram	2	4.68357e-05
met eenige	2380		4760	6.37347e-05	ngram	2	4.6816e-05
in handen	2380		4760	6.37347e-05	ngram	2	4.6816e-05
vande gemelte	2379		4758	6.37079e-05	ngram	2	4.67963e-05
; Ende	2379		4758	6.37079e-05	ngram	2	4.67963e-05
eenre ende	2378		4756	6.36811e-05	ngram	2	4.67766e-05
schaden en	2377		4754	6.36544e-05	ngram	2	4.6757e-05
van Samuel	2376		4752	6.36276e-05	ngram	2	4.67373e-05
Een goude	2376		4752	6.36276e-05	ngram	2	4.67373e-05
wegen hem	2372		4744	6.35205e-05	ngram	2	4.66586e-05
gulden en	2371		4742	6.34937e-05	ngram	2	4.66389e-05
vrije wille	2370		4740	6.34669e-05	ngram	2	4.66193e-05
Testament en	2370		4740	6.34669e-05	ngram	2	4.66193e-05
ende naer	2366		4732	6.33598e-05	ngram	2	4.65406e-05
: ten	2365		4730	6.3333e-05	ngram	2	4.65209e-05
gedaen ofte	2365		4730	6.3333e-05	ngram	2	4.65209e-05
de Vries	2365		4730	6.3333e-05	ngram	2	4.65209e-05
tot zijn	2364		4728	6.33062e-05	ngram	2	4.65013e-05
lichten ende	2362		4724	6.32527e-05	ngram	2	4.64619e-05
den goederen	2362		4724	6.32527e-05	ngram	2	4.64619e-05
als alle	2362		4724	6.32527e-05	ngram	2	4.64619e-05
alle '	2361		4722	6.32259e-05	ngram	2	4.64422e-05
, hoe	2360		4720	6.31991e-05	ngram	2	4.64226e-05
of soo	2359		4718	6.31723e-05	ngram	2	4.64029e-05
mitsgrs :	2359		4718	6.31723e-05	ngram	2	4.64029e-05
requisitie van	2358		4716	6.31455e-05	ngram	2	4.63832e-05
in s	2358		4716	6.31455e-05	ngram	2	4.63832e-05
en zijnde	2358		4716	6.31455e-05	ngram	2	4.63832e-05
hen testateuren	2357		4714	6.31188e-05	ngram	2	4.63636e-05
deses gedaen	2356		4712	6.3092e-05	ngram	2	4.63439e-05
versoucke van	2355		4710	6.30652e-05	ngram	2	4.63242e-05
haer Testatrice	2354		4708	6.30384e-05	ngram	2	4.63045e-05
hen Compten	2353		4706	6.30116e-05	ngram	2	4.62849e-05
voor te	2352		4704	6.29849e-05	ngram	2	4.62652e-05
toe te	2352		4704	6.29849e-05	ngram	2	4.62652e-05
op alle	2351		4702	6.29581e-05	ngram	2	4.62455e-05
haar comparantes	2349		4698	6.29045e-05	ngram	2	4.62062e-05
R :	2348		4696	6.28778e-05	ngram	2	4.61865e-05
met belofte	2348		4696	6.28778e-05	ngram	2	4.61865e-05
hier ter	2346		4692	6.28242e-05	ngram	2	4.61472e-05
te verhalen	2344		4688	6.27706e-05	ngram	2	4.61078e-05
of te	2343		4686	6.27439e-05	ngram	2	4.60882e-05
Coopman tot	2343		4686	6.27439e-05	ngram	2	4.60882e-05
verdragen te	2341		4682	6.26903e-05	ngram	2	4.60488e-05
t geene	2340		4680	6.26635e-05	ngram	2	4.60292e-05
: Getuijgen	2340		4680	6.26635e-05	ngram	2	4.60292e-05
aldien de	2339		4678	6.26367e-05	ngram	2	4.60095e-05
in leven	2338		4676	6.261e-05	ngram	2	4.59898e-05
synde soude	2337		4674	6.25832e-05	ngram	2	4.59701e-05
moeten doen	2337		4674	6.25832e-05	ngram	2	4.59701e-05
in margine	2336		4672	6.25564e-05	ngram	2	4.59505e-05
Ende vorder	2336		4672	6.25564e-05	ngram	2	4.59505e-05
opgemelde obligatie	2334		4668	6.25028e-05	ngram	2	4.59111e-05
rechte alles	2333		4666	6.24761e-05	ngram	2	4.58915e-05
of sijn	2333		4666	6.24761e-05	ngram	2	4.58915e-05
een zegel	2333		4666	6.24761e-05	ngram	2	4.58915e-05
hen Comparanten	2330		4660	6.23957e-05	ngram	2	4.58325e-05
en mochten	2330		4660	6.23957e-05	ngram	2	4.58325e-05
bekent als	2330		4660	6.23957e-05	ngram	2	4.58325e-05
aen Jan	2330		4660	6.23957e-05	ngram	2	4.58325e-05
comparant de	2329		4658	6.23689e-05	ngram	2	4.58128e-05
bevrijden ,	2329		4658	6.23689e-05	ngram	2	4.58128e-05
behouden ,	2328		4656	6.23422e-05	ngram	2	4.57931e-05
als voogden	2327		4654	6.23154e-05	ngram	2	4.57734e-05
den Testateur	2326		4652	6.22886e-05	ngram	2	4.57538e-05
sonder kind	2325		4650	6.22618e-05	ngram	2	4.57341e-05
Junij Ao	2321		4642	6.21547e-05	ngram	2	4.56554e-05
en over	2321		4642	6.21547e-05	ngram	2	4.56554e-05
soo goet	2319		4638	6.21012e-05	ngram	2	4.56161e-05
onderhouden ende	2319		4638	6.21012e-05	ngram	2	4.56161e-05
list In	2318		4636	6.20744e-05	ngram	2	4.55964e-05
geen de	2318		4636	6.20744e-05	ngram	2	4.55964e-05
reijse ,	2317		4634	6.20476e-05	ngram	2	4.55767e-05
en ses	2317		4634	6.20476e-05	ngram	2	4.55767e-05
3 .	2317		4634	6.20476e-05	ngram	2	4.55767e-05
voor naermaninge	2316		4632	6.20208e-05	ngram	2	4.55571e-05
schip genaamt	2316		4632	6.20208e-05	ngram	2	4.55571e-05
van hunne	2315		4630	6.1994e-05	ngram	2	4.55374e-05
te verkiesen	2315		4630	6.1994e-05	ngram	2	4.55374e-05
als den	2315		4630	6.1994e-05	ngram	2	4.55374e-05
, cederen	2314		4628	6.19673e-05	ngram	2	4.55177e-05
geven ,	2312		4624	6.19137e-05	ngram	2	4.54784e-05
des boedels	2312		4624	6.19137e-05	ngram	2	4.54784e-05
dat soo	2312		4624	6.19137e-05	ngram	2	4.54784e-05
sijn huijsvrouw	2311		4622	6.18869e-05	ngram	2	4.54587e-05
sij de	2309		4618	6.18334e-05	ngram	2	4.54194e-05
goederen roerende	2309		4618	6.18334e-05	ngram	2	4.54194e-05
veel min	2308		4616	6.18066e-05	ngram	2	4.53997e-05
soo Capitael	2307		4614	6.17798e-05	ngram	2	4.538e-05
en acht	2306		4612	6.1753e-05	ngram	2	4.53604e-05
, Aldus	2305		4610	6.17262e-05	ngram	2	4.53407e-05
wel eysschende	2304		4608	6.16995e-05	ngram	2	4.5321e-05
gemelte somme	2304		4608	6.16995e-05	ngram	2	4.5321e-05
t voorsz	2301		4602	6.16191e-05	ngram	2	4.5262e-05
Inde .	2301		4602	6.16191e-05	ngram	2	4.5262e-05
genaemt de	2301		4602	6.16191e-05	ngram	2	4.5262e-05
Omme uijt	2299		4598	6.15656e-05	ngram	2	4.52227e-05
) te	2298		4596	6.15388e-05	ngram	2	4.5203e-05
hondert seven	2298		4596	6.15388e-05	ngram	2	4.5203e-05
ende gelevert	2296		4592	6.14852e-05	ngram	2	4.51637e-05
sijn eijgen	2295		4590	6.14584e-05	ngram	2	4.5144e-05
achtb .	2295		4590	6.14584e-05	ngram	2	4.5144e-05
Hendrik Daniel	2294		4588	6.14317e-05	ngram	2	4.51243e-05
ende over	2294		4588	6.14317e-05	ngram	2	4.51243e-05
eersten ,	2294		4588	6.14317e-05	ngram	2	4.51243e-05
de saecke	2294		4588	6.14317e-05	ngram	2	4.51243e-05
daer omme	2293		4586	6.14049e-05	ngram	2	4.51046e-05
- „	2293		4586	6.14049e-05	ngram	2	4.51046e-05
van Ziel	2291		4582	6.13513e-05	ngram	2	4.50653e-05
sullen ,	2291		4582	6.13513e-05	ngram	2	4.50653e-05
metter doodt	2291		4582	6.13513e-05	ngram	2	4.50653e-05
ten overstaen	2290		4580	6.13246e-05	ngram	2	4.50456e-05
omme ten	2290		4580	6.13246e-05	ngram	2	4.50456e-05
memorie ,	2290		4580	6.13246e-05	ngram	2	4.50456e-05
ofte bij	2289		4578	6.12978e-05	ngram	2	4.5026e-05
haer Compten	2289		4578	6.12978e-05	ngram	2	4.5026e-05
na regte	2287		4574	6.12442e-05	ngram	2	4.49866e-05
belovende hij	2287		4574	6.12442e-05	ngram	2	4.49866e-05
ter werelt	2286		4572	6.12174e-05	ngram	2	4.49669e-05
huijsvrou van	2286		4572	6.12174e-05	ngram	2	4.49669e-05
haer te	2286		4572	6.12174e-05	ngram	2	4.49669e-05
in deselve	2285		4570	6.11907e-05	ngram	2	4.49473e-05
den 11	2285		4570	6.11907e-05	ngram	2	4.49473e-05
en ter	2283		4566	6.11371e-05	ngram	2	4.49079e-05
een vierde	2283		4566	6.11371e-05	ngram	2	4.49079e-05
date deses	2276		4552	6.09496e-05	ngram	2	4.47702e-05
van goederen	2275		4550	6.09229e-05	ngram	2	4.47506e-05
door deselve	2275		4550	6.09229e-05	ngram	2	4.47506e-05
voldoen ,	2273		4546	6.08693e-05	ngram	2	4.47112e-05
verbant dies	2273		4546	6.08693e-05	ngram	2	4.47112e-05
Notaris in	2273		4546	6.08693e-05	ngram	2	4.47112e-05
aen het	2270		4540	6.0789e-05	ngram	2	4.46522e-05
O Huijden	2269		4538	6.07622e-05	ngram	2	4.46325e-05
in staat	2268		4536	6.07354e-05	ngram	2	4.46129e-05
ende sijne	2268		4536	6.07354e-05	ngram	2	4.46129e-05
waren ,	2266		4532	6.06819e-05	ngram	2	4.45735e-05
ten eijnde	2266		4532	6.06819e-05	ngram	2	4.45735e-05
administrateurs van	2265		4530	6.06551e-05	ngram	2	4.45539e-05
verdienen .	2264		4528	6.06283e-05	ngram	2	4.45342e-05
openbaer Nots	2264		4528	6.06283e-05	ngram	2	4.45342e-05
woonende op	2263		4526	6.06015e-05	ngram	2	4.45145e-05
voldoening van	2262		4524	6.05747e-05	ngram	2	4.44949e-05
dat door	2262		4524	6.05747e-05	ngram	2	4.44949e-05
op zijn	2260		4520	6.05212e-05	ngram	2	4.44555e-05
den Edele	2258		4516	6.04676e-05	ngram	2	4.44162e-05
; die	2257		4514	6.04408e-05	ngram	2	4.43965e-05
Comparant in	2256		4512	6.04141e-05	ngram	2	4.43768e-05
alles meer	2256		4512	6.04141e-05	ngram	2	4.43768e-05
ende eenige	2255		4510	6.03873e-05	ngram	2	4.43572e-05
Catharina van	2255		4510	6.03873e-05	ngram	2	4.43572e-05
alhier en	2255		4510	6.03873e-05	ngram	2	4.43572e-05
nieuws disponerende	2253		4506	6.03337e-05	ngram	2	4.43178e-05
Julij ao	2253		4506	6.03337e-05	ngram	2	4.43178e-05
van vijff	2251		4502	6.02802e-05	ngram	2	4.42785e-05
en dartigh	2249		4498	6.02266e-05	ngram	2	4.42391e-05
hebben van	2248		4496	6.01998e-05	ngram	2	4.42195e-05
is gekomen	2246		4492	6.01463e-05	ngram	2	4.41801e-05
heeft de	2246		4492	6.01463e-05	ngram	2	4.41801e-05
wede van	2245		4490	6.01195e-05	ngram	2	4.41605e-05
selve schip	2245		4490	6.01195e-05	ngram	2	4.41605e-05
, Alle	2245		4490	6.01195e-05	ngram	2	4.41605e-05
haar Comparantes	2243		4486	6.00659e-05	ngram	2	4.41211e-05
soo lange	2242		4484	6.00391e-05	ngram	2	4.41014e-05
segel van	2242		4484	6.00391e-05	ngram	2	4.41014e-05
Echtelieden ,	2242		4484	6.00391e-05	ngram	2	4.41014e-05
twee gul	2241		4482	6.00124e-05	ngram	2	4.40818e-05
folo .	2240		4480	5.99856e-05	ngram	2	4.40621e-05
den 31	2240		4480	5.99856e-05	ngram	2	4.40621e-05
my Notario	2239		4478	5.99588e-05	ngram	2	4.40424e-05
rechte noch	2238		4476	5.9932e-05	ngram	2	4.40228e-05
, mogen	2237		4474	5.99053e-05	ngram	2	4.40031e-05
het een	2237		4474	5.99053e-05	ngram	2	4.40031e-05
gedaan ende	2237		4474	5.99053e-05	ngram	2	4.40031e-05
iets te	2236		4472	5.98785e-05	ngram	2	4.39834e-05
comptoire van	2236		4472	5.98785e-05	ngram	2	4.39834e-05
7 :	2235		4470	5.98517e-05	ngram	2	4.39637e-05
gelieven te	2234		4468	5.98249e-05	ngram	2	4.39441e-05
Zweerts ,	2233		4466	5.97981e-05	ngram	2	4.39244e-05
anders niet	2233		4466	5.97981e-05	ngram	2	4.39244e-05
HV :	2232		4464	5.97714e-05	ngram	2	4.39047e-05
: ƒ	2232		4464	5.97714e-05	ngram	2	4.39047e-05
ofte de	2231		4462	5.97446e-05	ngram	2	4.38851e-05
des Pommare	2231		4462	5.97446e-05	ngram	2	4.38851e-05
de naergenoemde	2231		4462	5.97446e-05	ngram	2	4.38851e-05
eijsschende als	2229		4458	5.9691e-05	ngram	2	4.38457e-05
een gul	2229		4458	5.9691e-05	ngram	2	4.38457e-05
de Koper	2228		4456	5.96642e-05	ngram	2	4.38261e-05
hem Compte	2227		4454	5.96375e-05	ngram	2	4.38064e-05
competerende ,	2226		4452	5.96107e-05	ngram	2	4.37867e-05
Junij ao	2225		4450	5.95839e-05	ngram	2	4.3767e-05
sijn van	2223		4446	5.95303e-05	ngram	2	4.37277e-05
forme ,	2221		4442	5.94768e-05	ngram	2	4.36884e-05
wil ,	2220		4440	5.945e-05	ngram	2	4.36687e-05
mij dirk	2212		4424	5.92358e-05	ngram	2	4.35113e-05
West Indische	2210		4420	5.91822e-05	ngram	2	4.3472e-05
heeft dat	2210		4420	5.91822e-05	ngram	2	4.3472e-05
Henric Schaef	2209		4418	5.91554e-05	ngram	2	4.34523e-05
den Notaris	2209		4418	5.91554e-05	ngram	2	4.34523e-05
soon van	2208		4416	5.91287e-05	ngram	2	4.34326e-05
genieten ,	2208		4416	5.91287e-05	ngram	2	4.34326e-05
ende hij	2207		4414	5.91019e-05	ngram	2	4.3413e-05
toe aen	2205		4410	5.90483e-05	ngram	2	4.33736e-05
tot sijne	2203		4406	5.89948e-05	ngram	2	4.33343e-05
sal betaelt	2203		4406	5.89948e-05	ngram	2	4.33343e-05
solemneel ten	2202		4404	5.8968e-05	ngram	2	4.33146e-05
sal te	2202		4404	5.8968e-05	ngram	2	4.33146e-05
merk van	2202		4404	5.8968e-05	ngram	2	4.33146e-05
ende vordre	2202		4404	5.8968e-05	ngram	2	4.33146e-05
ende desen	2202		4404	5.8968e-05	ngram	2	4.33146e-05
part ,	2201		4402	5.89412e-05	ngram	2	4.32949e-05
binnen de	2201		4402	5.89412e-05	ngram	2	4.32949e-05
hondert een	2200		4400	5.89144e-05	ngram	2	4.32753e-05
te willen	2199		4398	5.88876e-05	ngram	2	4.32556e-05
de naamen	2199		4398	5.88876e-05	ngram	2	4.32556e-05
get. mij	2198		4396	5.88609e-05	ngram	2	4.32359e-05
van d'Hr	2196		4392	5.88073e-05	ngram	2	4.31966e-05
eede ,	2196		4392	5.88073e-05	ngram	2	4.31966e-05
alleen dat	2196		4392	5.88073e-05	ngram	2	4.31966e-05
voorschreeve is	2194		4388	5.87537e-05	ngram	2	4.31573e-05
sijn voorn	2194		4388	5.87537e-05	ngram	2	4.31573e-05
present synde	2194		4388	5.87537e-05	ngram	2	4.31573e-05
die deselve	2193		4386	5.8727e-05	ngram	2	4.31376e-05
heeren ende	2192		4384	5.87002e-05	ngram	2	4.31179e-05
mede woonende	2191		4382	5.86734e-05	ngram	2	4.30982e-05
op des	2189		4378	5.86198e-05	ngram	2	4.30589e-05
ende wel	2188		4376	5.85931e-05	ngram	2	4.30392e-05
voor eenige	2187		4374	5.85663e-05	ngram	2	4.30196e-05
haar testament	2187		4374	5.85663e-05	ngram	2	4.30196e-05
actie recht	2186		4372	5.85395e-05	ngram	2	4.29999e-05
van gelove	2185		4370	5.85127e-05	ngram	2	4.29802e-05
in alles	2184		4368	5.84859e-05	ngram	2	4.29605e-05
Ende verklaerde	2184		4368	5.84859e-05	ngram	2	4.29605e-05
nae regte	2183		4366	5.84592e-05	ngram	2	4.29409e-05
Item quitantie	2181		4362	5.84056e-05	ngram	2	4.29015e-05
f Op	2181		4362	5.84056e-05	ngram	2	4.29015e-05
en noch	2180		4360	5.83788e-05	ngram	2	4.28819e-05
ende twee	2180		4360	5.83788e-05	ngram	2	4.28819e-05
syl .	2179		4358	5.83521e-05	ngram	2	4.28622e-05
recommandatie van	2179		4358	5.83521e-05	ngram	2	4.28622e-05
de volgende	2179		4358	5.83521e-05	ngram	2	4.28622e-05
waar te	2178		4356	5.83253e-05	ngram	2	4.28425e-05
, naerder	2178		4356	5.83253e-05	ngram	2	4.28425e-05
gesien ende	2178		4356	5.83253e-05	ngram	2	4.28425e-05
beijden ,	2177		4354	5.82985e-05	ngram	2	4.28229e-05
verteerde Costen	2175		4350	5.82449e-05	ngram	2	4.27835e-05
kennen etc.	2174		4348	5.82182e-05	ngram	2	4.27638e-05
heeft hy	2174		4348	5.82182e-05	ngram	2	4.27638e-05
, En	2173		4346	5.81914e-05	ngram	2	4.27442e-05
tijt van	2172		4344	5.81646e-05	ngram	2	4.27245e-05
ende lijden	2172		4344	5.81646e-05	ngram	2	4.27245e-05
e .	2172		4344	5.81646e-05	ngram	2	4.27245e-05
dit is	2171		4342	5.81378e-05	ngram	2	4.27048e-05
des noot	2171		4342	5.81378e-05	ngram	2	4.27048e-05
, zonder	2168		4336	5.80575e-05	ngram	2	4.26458e-05
Volgt den	2168		4336	5.80575e-05	ngram	2	4.26458e-05
stuijvers en	2168		4336	5.80575e-05	ngram	2	4.26458e-05
soo hebbe	2168		4336	5.80575e-05	ngram	2	4.26458e-05
naa rechten	2168		4336	5.80575e-05	ngram	2	4.26458e-05
mitsgaders daer	2168		4336	5.80575e-05	ngram	2	4.26458e-05
drie gul	2167		4334	5.80307e-05	ngram	2	4.26261e-05
bekennende door	2167		4334	5.80307e-05	ngram	2	4.26261e-05
van acht	2166		4332	5.80039e-05	ngram	2	4.26065e-05
en seeckere	2166		4332	5.80039e-05	ngram	2	4.26065e-05
en hier	2166		4332	5.80039e-05	ngram	2	4.26065e-05
oprecht Gedaen	2165		4330	5.79771e-05	ngram	2	4.25868e-05
in Amstelredamme	2165		4330	5.79771e-05	ngram	2	4.25868e-05
Anna Maria	2164		4328	5.79504e-05	ngram	2	4.25671e-05
penn :	2163		4326	5.79236e-05	ngram	2	4.25475e-05
In presentie	2162		4324	5.78968e-05	ngram	2	4.25278e-05
vant voorsz	2161		4322	5.787e-05	ngram	2	4.25081e-05
en aldaar	2161		4322	5.787e-05	ngram	2	4.25081e-05
de 2	2160		4320	5.78432e-05	ngram	2	4.24885e-05
van haere	2158		4316	5.77897e-05	ngram	2	4.24491e-05
